GlyTouCanAccession	PubChem
G94208AD	GlyTouCan:G94208AD
G94208AD	SID482412384
G94208PV	GlyTouCan:G94208PV
G94208PV	SID500127311
G94213WH	GlyTouCan:G94213WH
G94213WH	SID491924931
G94216WA	GlyTouCan:G94216WA
G94216WA	SID491924884
G94217FB	GlyTouCan:G94217FB
G94217FB	SID491924898
G94218PJ	GlyTouCan:G94218PJ
G94218PJ	SID491970245
G94222CK	GlyTouCan:G94222CK
G94222CK	SID491970268
G94222SG	GlyTouCan:G94222SG
G94222SG	SID491924946
G94225OA	GlyTouCan:G94225OA
G94225OA	SID491970269
G94225QI	GlyTouCan:G94225QI
G94225QI	SID491924905
G94226BN	GlyTouCan:G94226BN
G94226BN	SID491970230
G94227XF	GlyTouCan:G94227XF
G94227XF	SID491970270
G94229IA	CID176513187
G94229IA	GlyTouCan:G94229IA
G94229IA	SID518303612
G94231FZ	CID91859034
G94231FZ	GlyTouCan:G94231FZ
G94231FZ	SID252292560
G94232LU	CID91860924
G94232LU	GlyTouCan:G94232LU
G94232LU	SID252294827
G94234FX	CID71298322
G94234FX	GlyTouCan:G94234FX
G94234FX	SID252281237
G94235HZ	GlyTouCan:G94235HZ
G94235HZ	SID491970272
G94239KE	GlyTouCan:G94239KE
G94239KE	SID491924954
G94241OT	CID91860599
G94241OT	GlyTouCan:G94241OT
G94241OT	SID252294435
G94244BK	CID91862302
G94244BK	GlyTouCan:G94244BK
G94244BK	SID252296480
G94244YQ	GlyTouCan:G94244YQ
G94244YQ	SID500127314
G94252JR	CID91849322
G94252JR	GlyTouCan:G94252JR
G94252JR	SID252280965
G94254HR	GlyTouCan:G94254HR
G94254HR	SID491868335
G94256UH	GlyTouCan:G94256UH
G94256UH	SID491924959
G94258SI	CID91848553
G94258SI	GlyTouCan:G94258SI
G94258SI	SID252280065
G94260JY	GlyTouCan:G94260JY
G94260JY	SID491970278
G94263AT	GlyTouCan:G94263AT
G94263AT	SID491924887
G94264FX	GlyTouCan:G94264FX
G94264FX	SID491868309
G94267KU	GlyTouCan:G94267KU
G94267KU	SID491924956
G94268GP	CID91857539
G94268GP	GlyTouCan:G94268GP
G94268GP	SID252290760
G94270UU	GlyTouCan:G94270UU
G94270UU	SID491924888
G94272YJ	CID101221167
G94272YJ	GlyTouCan:G94272YJ
G94272YJ	SID482412402
G94277LG	CID98054129
G94277LG	GlyTouCan:G94277LG
G94277LG	SID482412404
G94277TH	CID91846469
G94277TH	GlyTouCan:G94277TH
G94277TH	SID252277552
G94278FQ	CID91853235
G94278FQ	GlyTouCan:G94278FQ
G94278FQ	SID252285612
G94278TT	GlyTouCan:G94278TT
G94278TT	SID491924899
G94281RO	GlyTouCan:G94281RO
G94281RO	SID491924955
G94283CT	CID91862020
G94283CT	GlyTouCan:G94283CT
G94283CT	SID252296132
G94285QA	GlyTouCan:G94285QA
G94285QA	SID500127328
G94285TA	GlyTouCan:G94285TA
G94285TA	SID491868337
G94286MI	GlyTouCan:G94286MI
G94286MI	SID491868317
G94289QJ	GlyTouCan:G94289QJ
G94289QJ	SID491970233
G94295ZU	GlyTouCan:G94295ZU
G94295ZU	SID491925015
G94296FS	GlyTouCan:G94296FS
G94296FS	SID491924990
G94296HL	GlyTouCan:G94296HL
G94296HL	SID491970234
G94297FY	CID91856745
G94297FY	GlyTouCan:G94297FY
G94297FY	SID252289823
G94300YZ	CID91849727
G94300YZ	GlyTouCan:G94300YZ
G94300YZ	SID252281433
G94304ZN	GlyTouCan:G94304ZN
G94304ZN	SID491925027
G94306LD	GlyTouCan:G94306LD
G94306LD	SID491868303
G94309NH	GlyTouCan:G94309NH
G94309NH	SID491924976
G94309NZ	GlyTouCan:G94309NZ
G94309NZ	SID491925021
G94310CV	GlyTouCan:G94310CV
G94310CV	SID491924999
G94311VN	GlyTouCan:G94311VN
G94311VN	SID491868373
G94315OM	GlyTouCan:G94315OM
G94315OM	SID518305469
G94320TV	GlyTouCan:G94320TV
G94320TV	SID500127343
G94321KF	GlyTouCan:G94321KF
G94321KF	SID500127345
G94322IZ	GlyTouCan:G94322IZ
G94322IZ	SID491970235
G94322NS	GlyTouCan:G94322NS
G94322NS	SID491868341
G94322TC	GlyTouCan:G94322TC
G94322TC	SID491925000
G94329RM	CID156618784
G94329RM	GlyTouCan:G94329RM
G94329RM	SID445516305
G94331DR	GlyTouCan:G94331DR
G94331DR	SID491868363
G94340LT	GlyTouCan:G94340LT
G94340LT	SID500127350
G94342QN	GlyTouCan:G94342QN
G94342QN	SID491868347
G94343MB	GlyTouCan:G94343MB
G94343MB	SID491924979
G94344VY	GlyTouCan:G94344VY
G94344VY	SID491925012
G94345WB	GlyTouCan:G94345WB
G94345WB	SID500127352
G94351CH	GlyTouCan:G94351CH
G94351CH	SID491924980
G94351UF	GlyTouCan:G94351UF
G94351UF	SID491924981
G94352TY	GlyTouCan:G94352TY
G94352TY	SID491868364
G94354RQ	GlyTouCan:G94354RQ
G94354RQ	SID491970237
G94355WQ	GlyTouCan:G94355WQ
G94355WQ	SID491925023
G94360ZY	GlyTouCan:G94360ZY
G94360ZY	SID491970290
G94363RH	CID91862439
G94363RH	GlyTouCan:G94363RH
G94363RH	SID252296650
G94366XH	GlyTouCan:G94366XH
G94366XH	SID491868350
G94368QI	GlyTouCan:G94368QI
G94368QI	SID491924998
G94369MQ	GlyTouCan:G94369MQ
G94369MQ	SID491925030
G94370IU	GlyTouCan:G94370IU
G94370IU	SID500127357
G94372HU	GlyTouCan:G94372HU
G94372HU	SID491868358
G94372TX	GlyTouCan:G94372TX
G94372TX	SID491925019
G94373HA	GlyTouCan:G94373HA
G94373HA	SID491868359
G94374CC	GlyTouCan:G94374CC
G94374CC	SID491924988
G94374LH	CID91847688
G94374LH	GlyTouCan:G94374LH
G94374LH	SID252279034
G94374SB	GlyTouCan:G94374SB
G94374SB	SID491970292
G94376LG	GlyTouCan:G94376LG
G94376LG	SID491970239
G94379JQ	CID91859169
G94379JQ	GlyTouCan:G94379JQ
G94379JQ	SID252292717
G94380OR	GlyTouCan:G94380OR
G94380OR	SID491868389
G94381DC	GlyTouCan:G94381DC
G94381DC	SID500127361
G94388OC	GlyTouCan:G94388OC
G94388OC	SID491868365
G94390IS	GlyTouCan:G94390IS
G94390IS	SID491868390
G94390VI	CID871
G94390VI	GlyTouCan:G94390VI
G94390VI	SID482412445
G94391WA	GlyTouCan:G94391WA
G94391WA	SID491868342
G94393CX	CID156617736
G94393CX	GlyTouCan:G94393CX
G94393CX	SID445515049
G94394GK	CID91847505
G94394GK	GlyTouCan:G94394GK
G94394GK	SID252278804
G94396BB	CID91857047
G94396BB	GlyTouCan:G94396BB
G94396BB	SID252290178
G94396RB	GlyTouCan:G94396RB
G94396RB	SID491925123
G94397HZ	GlyTouCan:G94397HZ
G94397HZ	SID491970295
G94403UC	GlyTouCan:G94403UC
G94403UC	SID491925064
G94404GQ	GlyTouCan:G94404GQ
G94404GQ	SID500127367
G94407CM	CID91862469
G94407CM	GlyTouCan:G94407CM
G94407CM	SID252296683
G94410BP	GlyTouCan:G94410BP
G94410BP	SID491970241
G94410DN	GlyTouCan:G94410DN
G94410DN	SID491868343
G94410PI	GlyTouCan:G94410PI
G94410PI	SID491970242
G94412II	GlyTouCan:G94412II
G94412II	SID491868368
G94416BW	GlyTouCan:G94416BW
G94416BW	SID518305470
G94416HL	CID101260562
G94416HL	GlyTouCan:G94416HL
G94416HL	SID445510675
G94416QP	CID146016849
G94416QP	GlyTouCan:G94416QP
G94416QP	SID405039522
G94419EI	GlyTouCan:G94419EI
G94419EI	SID491970297
G94423NC	CID91849325
G94423NC	GlyTouCan:G94423NC
G94423NC	SID252280969
G94425MN	GlyTouCan:G94425MN
G94425MN	SID491970248
G94426DA	GlyTouCan:G94426DA
G94426DA	SID500127369
G94428FR	CID156618875
G94428FR	GlyTouCan:G94428FR
G94428FR	SID445516414
G94431LX	CID91852807
G94431LX	GlyTouCan:G94431LX
G94431LX	SID252285109
G94431QH	GlyTouCan:G94431QH
G94431QH	SID500127371
G94435CR	GlyTouCan:G94435CR
G94435CR	SID491925071
G94435QH	CID52921653
G94435QH	GlyTouCan:G94435QH
G94435QH	SID252295122
G94436UW	GlyTouCan:G94436UW
G94436UW	SID491868345
G94437DZ	GlyTouCan:G94437DZ
G94437DZ	SID491925046
G94437IW	GlyTouCan:G94437IW
G94437IW	SID491970300
G94437LP	GlyTouCan:G94437LP
G94437LP	SID491925047
G94442CB	CID176513190
G94442CB	GlyTouCan:G94442CB
G94442CB	SID518303615
G94442KU	GlyTouCan:G94442KU
G94442KU	SID491925049
G94445GS	CID91857029
G94445GS	GlyTouCan:G94445GS
G94445GS	SID252290158
G94448EF	GlyTouCan:G94448EF
G94448EF	SID491925050
G94449FH	GlyTouCan:G94449FH
G94449FH	SID491868371
G94449IF	GlyTouCan:G94449IF
G94449IF	SID491868355
G94450QM	GlyTouCan:G94450QM
G94450QM	SID500127374
G94452LM	GlyTouCan:G94452LM
G94452LM	SID491925086
G94453UB	GlyTouCan:G94453UB
G94453UB	SID491925096
G94454UI	GlyTouCan:G94454UI
G94454UI	SID491925125
G94455YT	GlyTouCan:G94455YT
G94455YT	SID491868399
G94458CS	GlyTouCan:G94458CS
G94458CS	SID491970303
G94458VO	GlyTouCan:G94458VO
G94458VO	SID491868400
G94459LH	GlyTouCan:G94459LH
G94459LH	SID500127379
G94459TE	GlyTouCan:G94459TE
G94459TE	SID491970304
G94467CL	GlyTouCan:G94467CL
G94467CL	SID491925085
G94468RJ	GlyTouCan:G94468RJ
G94468RJ	SID500127380
G94468TS	GlyTouCan:G94468TS
G94468TS	SID491868405
G94470EI	GlyTouCan:G94470EI
G94470EI	SID491925072
G94470IW	GlyTouCan:G94470IW
G94470IW	SID491925084
G94470QH	CID91851430
G94470QH	GlyTouCan:G94470QH
G94470QH	SID252283458
G94470YS	GlyTouCan:G94470YS
G94470YS	SID491868406
G94472UW	GlyTouCan:G94472UW
G94472UW	SID500127382
G94473FP	CID91858926
G94473FP	GlyTouCan:G94473FP
G94473FP	SID252292428
G94473GQ	GlyTouCan:G94473GQ
G94473GQ	SID491925128
G94473OY	GlyTouCan:G94473OY
G94473OY	SID491925073
G94476HI	GlyTouCan:G94476HI
G94476HI	SID491868410
G94476PG	GlyTouCan:G94476PG
G94476PG	SID491970306
G94477RP	GlyTouCan:G94477RP
G94477RP	SID491970243
G94480CC	CID50909801
G94480CC	GlyTouCan:G94480CC
G94480CC	SID252290621
G94480YG	GlyTouCan:G94480YG
G94480YG	SID491970307
G94481KZ	CID91862115
G94481KZ	GlyTouCan:G94481KZ
G94481KZ	SID252296249
G94482SE	GlyTouCan:G94482SE
G94482SE	SID491868428
G94483MH	GlyTouCan:G94483MH
G94483MH	SID491970388
G94485NP	GlyTouCan:G94485NP
G94485NP	SID491868429
G94486VG	GlyTouCan:G94486VG
G94486VG	SID491868414
G94489AB	GlyTouCan:G94489AB
G94489AB	SID491868430
G94490EL	CID91847642
G94490EL	GlyTouCan:G94490EL
G94490EL	SID252278982
G94492CB	GlyTouCan:G94492CB
G94492CB	SID491868431
G94494JM	GlyTouCan:G94494JM
G94494JM	SID491925099
G94495KV	GlyTouCan:G94495KV
G94495KV	SID491925101
G94495NV	GlyTouCan:G94495NV
G94495NV	SID500127389
G94497JT	CID156614861
G94497JT	GlyTouCan:G94497JT
G94497JT	SID445510732
G94498MI	CID91861719
G94498MI	GlyTouCan:G94498MI
G94498MI	SID252295771
G94502LK	CID71298306
G94502LK	GlyTouCan:G94502LK
G94502LK	SID252279716
G94503ZG	GlyTouCan:G94503ZG
G94503ZG	SID491868433
G94505FR	GlyTouCan:G94505FR
G94505FR	SID491925075
G94506PU	GlyTouCan:G94506PU
G94506PU	SID491925066
G94506UO	GlyTouCan:G94506UO
G94506UO	SID500127392
G94510EL	GlyTouCan:G94510EL
G94510EL	SID491925054
G94514IB	CID91862916
G94514IB	GlyTouCan:G94514IB
G94514IB	SID252297237
G94515TS	GlyTouCan:G94515TS
G94515TS	SID491868436
G94516KE	GlyTouCan:G94516KE
G94516KE	SID491970393
G94517VF	CID156619283
G94517VF	GlyTouCan:G94517VF
G94517VF	SID445516903
G94526QN	GlyTouCan:G94526QN
G94526QN	SID491970396
G94529LL	GlyTouCan:G94529LL
G94529LL	SID491970398
G94529WW	CID176513193
G94529WW	GlyTouCan:G94529WW
G94529WW	SID518303618
G94531EZ	CID91862097
G94531EZ	GlyTouCan:G94531EZ
G94531EZ	SID252296224
G94531TP	CID91856409
G94531TP	GlyTouCan:G94531TP
G94531TP	SID252289424
G94533VK	GlyTouCan:G94533VK
G94533VK	SID500127400
G94535TP	GlyTouCan:G94535TP
G94535TP	SID491925067
G94536AJ	CID176513194
G94536AJ	GlyTouCan:G94536AJ
G94536AJ	SID518303619
G94536SD	GlyTouCan:G94536SD
G94536SD	SID491925127
G94537RB	GlyTouCan:G94537RB
G94537RB	SID491925087
G94541HG	CID156614691
G94541HG	GlyTouCan:G94541HG
G94541HG	SID445510554
G94541XJ	CID91845511
G94541XJ	GlyTouCan:G94541XJ
G94541XJ	SID252276415
G94542HF	CID91859424
G94542HF	GlyTouCan:G94542HF
G94542HF	SID252293017
G94542ZR	CID14535424
G94542ZR	GlyTouCan:G94542ZR
G94542ZR	SID482412505
G94543DB	GlyTouCan:G94543DB
G94543DB	SID491925068
G94544IJ	GlyTouCan:G94544IJ
G94544IJ	SID491925102
G94544XK	GlyTouCan:G94544XK
G94544XK	SID491970379
G94544YU	GlyTouCan:G94544YU
G94544YU	SID500127403
G94545LA	GlyTouCan:G94545LA
G94545LA	SID491868441
G94547KR	CID91854154
G94547KR	GlyTouCan:G94547KR
G94547KR	SID252286702
G94547TR	GlyTouCan:G94547TR
G94547TR	SID500127404
G94548ZD	GlyTouCan:G94548ZD
G94548ZD	SID491925104
G94548ZQ	GlyTouCan:G94548ZQ
G94548ZQ	SID491925069
G94551YK	GlyTouCan:G94551YK
G94551YK	SID491970404
G94553NH	GlyTouCan:G94553NH
G94553NH	SID491925061
G94555KL	GlyTouCan:G94555KL
G94555KL	SID491970405
G94555RR	GlyTouCan:G94555RR
G94555RR	SID491868442
G94557PT	GlyTouCan:G94557PT
G94557PT	SID491925119
G94559IJ	CID91857174
G94559IJ	GlyTouCan:G94559IJ
G94559IJ	SID252290333
G94562LS	GlyTouCan:G94562LS
G94562LS	SID491868416
G94562PU	GlyTouCan:G94562PU
G94562PU	SID491925105
G94564MI	GlyTouCan:G94564MI
G94564MI	SID491925109
G94566WK	GlyTouCan:G94566WK
G94566WK	SID500127408
G94566ZN	CID71298465
G94566ZN	GlyTouCan:G94566ZN
G94566ZN	SID252281188
G94568XH	GlyTouCan:G94568XH
G94568XH	SID491868417
G94568XL	GlyTouCan:G94568XL
G94568XL	SID491928562
G94571WF	GlyTouCan:G94571WF
G94571WF	SID491925204
G94574AO	GlyTouCan:G94574AO
G94574AO	SID500127412
G94576MQ	GlyTouCan:G94576MQ
G94576MQ	SID500127413
G94576OY	GlyTouCan:G94576OY
G94576OY	SID500127414
G94577KW	GlyTouCan:G94577KW
G94577KW	SID491970408
G94582KQ	GlyTouCan:G94582KQ
G94582KQ	SID491925150
G94583DZ	GlyTouCan:G94583DZ
G94583DZ	SID491925184
G94585EO	GlyTouCan:G94585EO
G94585EO	SID491925151
G94586GT	GlyTouCan:G94586GT
G94586GT	SID500127416
G94586KU	GlyTouCan:G94586KU
G94586KU	SID500127417
G94589YO	GlyTouCan:G94589YO
G94589YO	SID491925152
G94591GB	CID146015820
G94591GB	GlyTouCan:G94591GB
G94591GB	SID405038443
G94591YG	CID171126793
G94591YG	GlyTouCan:G94591YG
G94591YG	SID491837146
G94593HC	GlyTouCan:G94593HC
G94593HC	SID500127420
G94593TA	GlyTouCan:G94593TA
G94593TA	SID491970414
G94594AX	GlyTouCan:G94594AX
G94594AX	SID500127422
G94595ZZ	CID91851258
G94595ZZ	GlyTouCan:G94595ZZ
G94595ZZ	SID252283256
G94598WU	GlyTouCan:G94598WU
G94598WU	SID500127423
G94599CR	GlyTouCan:G94599CR
G94599CR	SID500127424
G94599QJ	CID71298521
G94599QJ	GlyTouCan:G94599QJ
G94599QJ	SID252284870
G94600KT	CID146672815
G94600KT	GlyTouCan:G94600KT
G94600KT	SID482412526
G94610QX	CID91861557
G94610QX	GlyTouCan:G94610QX
G94610QX	SID252295581
G94610SC	CID91854999
G94610SC	GlyTouCan:G94610SC
G94610SC	SID252287730
G94615OV	GlyTouCan:G94615OV
G94615OV	SID491868421
G94618VC	GlyTouCan:G94618VC
G94618VC	SID491868455
G94618YC	GlyTouCan:G94618YC
G94618YC	SID491925169
G94620YO	GlyTouCan:G94620YO
G94620YO	SID491970373
G94621HP	GlyTouCan:G94621HP
G94621HP	SID491970417
G94622PU	GlyTouCan:G94622PU
G94622PU	SID491925170
G94626AX	CID71297316
G94626AX	GlyTouCan:G94626AX
G94626AX	SID252297112
G94626GC	CID91860964
G94626GC	GlyTouCan:G94626GC
G94626GC	SID252294875
G94627EK	GlyTouCan:G94627EK
G94627EK	SID491925153
G94627QP	GlyTouCan:G94627QP
G94627QP	SID491970420
G94629RC	GlyTouCan:G94629RC
G94629RC	SID491925154
G94630FK	GlyTouCan:G94630FK
G94630FK	SID491970421
G94632QJ	GlyTouCan:G94632QJ
G94632QJ	SID491970423
G94635LY	GlyTouCan:G94635LY
G94635LY	SID500127431
G94640TN	GlyTouCan:G94640TN
G94640TN	SID491868443
G94641IC	GlyTouCan:G94641IC
G94641IC	SID491925179
G94641WA	GlyTouCan:G94641WA
G94641WA	SID491868413
G94645OD	GlyTouCan:G94645OD
G94645OD	SID491868423
G94649DT	GlyTouCan:G94649DT
G94649DT	SID491925205
G94649IC	GlyTouCan:G94649IC
G94649IC	SID491925203
G94649QB	GlyTouCan:G94649QB
G94649QB	SID491925172
G94652IJ	GlyTouCan:G94652IJ
G94652IJ	SID491868492
G94654MJ	GlyTouCan:G94654MJ
G94654MJ	SID491925158
G94658EX	GlyTouCan:G94658EX
G94658EX	SID491925188
G94658OO	GlyTouCan:G94658OO
G94658OO	SID491925198
G94659MD	GlyTouCan:G94659MD
G94659MD	SID491925159
G94660EY	GlyTouCan:G94660EY
G94660EY	SID491925180
G94665LC	GlyTouCan:G94665LC
G94665LC	SID491925178
G94666VJ	GlyTouCan:G94666VJ
G94666VJ	SID491868476
G94667GT	GlyTouCan:G94667GT
G94667GT	SID491970382
G94671TE	CID91851540
G94671TE	GlyTouCan:G94671TE
G94671TE	SID252283583
G94673ZR	GlyTouCan:G94673ZR
G94673ZR	SID491970427
G94674FP	GlyTouCan:G94674FP
G94674FP	SID491970428
G94675MD	CID168375549
G94675MD	GlyTouCan:G94675MD
G94675MD	SID482412548
G94677FK	CID91851613
G94677FK	GlyTouCan:G94677FK
G94677FK	SID252283669
G94678GU	GlyTouCan:G94678GU
G94678GU	SID491925163
G94678PO	GlyTouCan:G94678PO
G94678PO	SID491868481
G94679DO	GlyTouCan:G94679DO
G94679DO	SID491925164
G94679TQ	CID91862891
G94679TQ	GlyTouCan:G94679TQ
G94679TQ	SID252297205
G94681UJ	GlyTouCan:G94681UJ
G94681UJ	SID491868496
G94682VY	GlyTouCan:G94682VY
G94682VY	SID491970432
G94692TX	GlyTouCan:G94692TX
G94692TX	SID491925215
G94698BS	GlyTouCan:G94698BS
G94698BS	SID491925298
G94699YW	GlyTouCan:G94699YW
G94699YW	SID491970435
G94702LB	GlyTouCan:G94702LB
G94702LB	SID491868478
G94703CQ	GlyTouCan:G94703CQ
G94703CQ	SID491970383
G94703EI	GlyTouCan:G94703EI
G94703EI	SID491925255
G94703YT	GlyTouCan:G94703YT
G94703YT	SID491868484
G94705BE	GlyTouCan:G94705BE
G94705BE	SID491925237
G94705GE	GlyTouCan:G94705GE
G94705GE	SID491868469
G94705GU	GlyTouCan:G94705GU
G94705GU	SID500127444
G94705OR	CID71298429
G94705OR	GlyTouCan:G94705OR
G94705OR	SID252295667
G94709QF	GlyTouCan:G94709QF
G94709QF	SID521708287
G94711EO	GlyTouCan:G94711EO
G94711EO	SID491925216
G94713KR	GlyTouCan:G94713KR
G94713KR	SID518305476
G94716YP	GlyTouCan:G94716YP
G94716YP	SID491970387
G94718HG	GlyTouCan:G94718HG
G94718HG	SID491868470
G94718VP	GlyTouCan:G94718VP
G94718VP	SID491868464
G94718WU	GlyTouCan:G94718WU
G94718WU	SID491970438
G94718XM	GlyTouCan:G94718XM
G94718XM	SID491925280
G94720HF	GlyTouCan:G94720HF
G94720HF	SID491970441
G94722MO	GlyTouCan:G94722MO
G94722MO	SID491925217
G94725UH	GlyTouCan:G94725UH
G94725UH	SID491868474
G94733WZ	CID91858658
G94733WZ	GlyTouCan:G94733WZ
G94733WZ	SID252292105
G94734OT	CID91849104
G94734OT	GlyTouCan:G94734OT
G94734OT	SID252280704
G94736EY	CID71297676
G94736EY	GlyTouCan:G94736EY
G94736EY	SID252294233
G94736IA	GlyTouCan:G94736IA
G94736IA	SID491925238
G94737YG	GlyTouCan:G94737YG
G94737YG	SID491928563
G94742SD	GlyTouCan:G94742SD
G94742SD	SID491868466
G94743PE	GlyTouCan:G94743PE
G94743PE	SID491970447
G94744HT	GlyTouCan:G94744HT
G94744HT	SID500127449
G94747KO	GlyTouCan:G94747KO
G94747KO	SID500127452
G94748CQ	CID91847701
G94748CQ	GlyTouCan:G94748CQ
G94748CQ	SID252279051
G94748OL	GlyTouCan:G94748OL
G94748OL	SID500127453
G94753SX	GlyTouCan:G94753SX
G94753SX	SID491925219
G94754ZO	CID91849146
G94754ZO	GlyTouCan:G94754ZO
G94754ZO	SID252280752
G94755GP	GlyTouCan:G94755GP
G94755GP	SID491970449
G94763UL	GlyTouCan:G94763UL
G94763UL	SID491925239
G94763YB	GlyTouCan:G94763YB
G94763YB	SID491925274
G94765MZ	CID101744442
G94765MZ	GlyTouCan:G94765MZ
G94765MZ	SID482412575
G94768DB	CID24861831
G94768DB	GlyTouCan:G94768DB
G94768DB	SID252297055
G94768NG	CID156619292
G94768NG	GlyTouCan:G94768NG
G94768NG	SID445516912
G94769SH	GlyTouCan:G94769SH
G94769SH	SID518305478
G94770AN	CID91858008
G94770AN	GlyTouCan:G94770AN
G94770AN	SID252291325
G94770EV	GlyTouCan:G94770EV
G94770EV	SID491970384
G94773HW	CID91852308
G94773HW	GlyTouCan:G94773HW
G94773HW	SID252284516
G94774SB	GlyTouCan:G94774SB
G94774SB	SID491970452
G94776IJ	GlyTouCan:G94776IJ
G94776IJ	SID491868485
G94777TX	GlyTouCan:G94777TX
G94777TX	SID491925269
G94779KL	GlyTouCan:G94779KL
G94779KL	SID491970454
G94781PC	GlyTouCan:G94781PC
G94781PC	SID491970376
G94784CC	GlyTouCan:G94784CC
G94784CC	SID491925224
G94788LD	GlyTouCan:G94788LD
G94788LD	SID491925285
G94791MM	GlyTouCan:G94791MM
G94791MM	SID491925225
G94798FB	GlyTouCan:G94798FB
G94798FB	SID491925253
G94798MK	CID25061461
G94798MK	GlyTouCan:G94798MK
G94798MK	SID252280135
G94799KL	GlyTouCan:G94799KL
G94799KL	SID491970377
G94802UK	GlyTouCan:G94802UK
G94802UK	SID491970378
G94804ZC	CID71297891
G94804ZC	GlyTouCan:G94804ZC
G94804ZC	SID252293323
G94806YM	CID71297890
G94806YM	GlyTouCan:G94806YM
G94806YM	SID252290005
G94807YY	GlyTouCan:G94807YY
G94807YY	SID500127464
G94808GT	GlyTouCan:G94808GT
G94808GT	SID491868487
G94808XV	GlyTouCan:G94808XV
G94808XV	SID491868472
G94809SC	GlyTouCan:G94809SC
G94809SC	SID491868475
G94809SW	CID91848232
G94809SW	GlyTouCan:G94809SW
G94809SW	SID252279688
G94814YD	GlyTouCan:G94814YD
G94814YD	SID491868488
G94816EL	CID71297750
G94816EL	GlyTouCan:G94816EL
G94816EL	SID252280293
G94817FD	GlyTouCan:G94817FD
G94817FD	SID491925295
G94817IN	CID156615116
G94817IN	GlyTouCan:G94817IN
G94817IN	SID445510994
G94817WU	GlyTouCan:G94817WU
G94817WU	SID491868489
G94822BD	GlyTouCan:G94822BD
G94822BD	SID500127472
G94822NJ	GlyTouCan:G94822NJ
G94822NJ	SID491925228
G94824OK	GlyTouCan:G94824OK
G94824OK	SID491970462
G94826KT	GlyTouCan:G94826KT
G94826KT	SID491925284
G94827CQ	GlyTouCan:G94827CQ
G94827CQ	SID491925257
G94827FB	GlyTouCan:G94827FB
G94827FB	SID491970533
G94827SR	CID91860520
G94827SR	GlyTouCan:G94827SR
G94827SR	SID252294339
G94827XR	GlyTouCan:G94827XR
G94827XR	SID491868490
G94829DZ	GlyTouCan:G94829DZ
G94829DZ	SID491925248
G94831VI	GlyTouCan:G94831VI
G94831VI	SID491925279
G94832WF	GlyTouCan:G94832WF
G94832WF	SID491868473
G94835PM	GlyTouCan:G94835PM
G94835PM	SID500127478
G94838JB	GlyTouCan:G94838JB
G94838JB	SID491868519
G94838KN	CID91860028
G94838KN	GlyTouCan:G94838KN
G94838KN	SID252293736
G94844VZ	GlyTouCan:G94844VZ
G94844VZ	SID491925243
G94845AQ	GlyTouCan:G94845AQ
G94845AQ	SID491868517
G94845FX	GlyTouCan:G94845FX
G94845FX	SID491868521
G94848LT	GlyTouCan:G94848LT
G94848LT	SID491925249
G94849XM	CID171126812
G94849XM	GlyTouCan:G94849XM
G94849XM	SID491837198
G94850BN	GlyTouCan:G94850BN
G94850BN	SID491970544
G94850KK	CID91848885
G94850KK	GlyTouCan:G94850KK
G94850KK	SID252280456
G94851AN	CID91857457
G94851AN	GlyTouCan:G94851AN
G94851AN	SID252290664
G94854GC	GlyTouCan:G94854GC
G94854GC	SID491868560
G94854LT	GlyTouCan:G94854LT
G94854LT	SID491925283
G94854QH	CID146016433
G94854QH	GlyTouCan:G94854QH
G94854QH	SID405039076
G94855OA	CID146016486
G94855OA	GlyTouCan:G94855OA
G94855OA	SID405039129
G94858ZC	GlyTouCan:G94858ZC
G94858ZC	SID491970534
G94861DA	GlyTouCan:G94861DA
G94861DA	SID491925297
G94867AK	GlyTouCan:G94867AK
G94867AK	SID500127487
G94871WM	GlyTouCan:G94871WM
G94871WM	SID491868562
G94873ED	GlyTouCan:G94873ED
G94873ED	SID491925244
G94873GN	GlyTouCan:G94873GN
G94873GN	SID491868524
G94873VZ	GlyTouCan:G94873VZ
G94873VZ	SID491928491
G94876HV	CID146015419
G94876HV	GlyTouCan:G94876HV
G94876HV	SID405038030
G94877LL	GlyTouCan:G94877LL
G94877LL	SID491868526
G94880AN	GlyTouCan:G94880AN
G94880AN	SID491868548
G94880BA	GlyTouCan:G94880BA
G94880BA	SID491868534
G94881NM	CID101803212
G94881NM	GlyTouCan:G94881NM
G94881NM	SID445511275
G94883JV	GlyTouCan:G94883JV
G94883JV	SID491925261
G94887AP	GlyTouCan:G94887AP
G94887AP	SID491970525
G94887MJ	GlyTouCan:G94887MJ
G94887MJ	SID491925236
G94887XK	GlyTouCan:G94887XK
G94887XK	SID491925364
G94888UJ	CID90474425
G94888UJ	GlyTouCan:G94888UJ
G94888UJ	SID252293524
G94893NH	CID133587485
G94893NH	GlyTouCan:G94893NH
G94893NH	SID482412629
G94894XC	CID156616213
G94894XC	GlyTouCan:G94894XC
G94894XC	SID445513130
G94894XK	GlyTouCan:G94894XK
G94894XK	SID491970535
G94895HH	GlyTouCan:G94895HH
G94895HH	SID491925324
G94896MY	GlyTouCan:G94896MY
G94896MY	SID491925340
G94900KH	GlyTouCan:G94900KH
G94900KH	SID491970550
G94903EJ	CID156614581
G94903EJ	GlyTouCan:G94903EJ
G94903EJ	SID445510442
G94906EX	GlyTouCan:G94906EX
G94906EX	SID491925325
G94910QI	GlyTouCan:G94910QI
G94910QI	SID491868532
