GlyTouCanAccession	Relationship	RelatedAccession
G65762TM	SubsumedBy	G09527DH
G65762TM	Subsumes	G15633MR
G65767VX	SubsumedBy	G96730JA
G65767VX	Subsumes	G19732RP
G65767VX	Subsumes	G39318DL
G65767VX	Subsumes	G30859PE
G65767VX	Subsumes	G93890VY
G65773ZP	SubsumedBy	G55341BQ
G65773ZP	SubsumedBy	G90822FP
G65774LN	SubsumedBy	G85084IW
G65774QH	SubsumedBy	G87830MO
G65774QH	Subsumes	G86447ZX
G65774QH	Subsumes	G46983WH
G65778FB	SubsumedBy	G15400MJ
G65778FB	Subsumes	G20548GT
G65778FB	Subsumes	G51067UE
G65784FR	SubsumedBy	G11423UZ
G65784FR	SubsumedBy	G54382UL
G65784FR	Subsumes	G45294SJ
G65784FR	Subsumes	G67327ZQ
G65785SQ	SubsumedBy	G67818YU
G65790DQ	SubsumedBy	G39115ZT
G65796FM	SubsumedBy	G22246QW
G65796FM	SubsumedBy	G93365SG
G65796IY	SubsumedBy	G29507HD
G65796IY	Subsumes	G45047PE
G65799WV	SubsumedBy	G84293GE
G65799WV	Subsumes	G32156DB
G65805JY	SubsumedBy	G34162ZB
G65806CM	SubsumedBy	G20009SF
G65806CM	SubsumedBy	G30292OP
G65806TH	SubsumedBy	G67200RM
G65807AE	Subsumes	G63381RX
G65807AE	Subsumes	G76994CV
G65809MG	SubsumedBy	G39258JD
G65809MG	Subsumes	G00423TL
G65809MG	Subsumes	G83412BV
G65817LG	SubsumedBy	G62856WD
G65817LG	Subsumes	G30888FF
G65817LG	Subsumes	G65687AD
G65825CX	SubsumedBy	G22220FW
G65825CX	SubsumedBy	G76085KR
G65825CX	Subsumes	G31604HF
G65825XA	SubsumedBy	G14669DU
G65825XA	SubsumedBy	G13095SJ
G65825XA	Subsumes	G06162AQ
G65825XA	Subsumes	G84791PR
G65832JS	SubsumedBy	G12932QT
G65832JS	SubsumedBy	G79916NT
G65832SQ	SubsumedBy	G75206XT
G65832SQ	SubsumedBy	G23755RZ
G65835SY	SubsumedBy	G03151MA
G65835SY	Subsumes	G04909DG
G65835SY	Subsumes	G57413FT
G65835SY	Subsumes	G73455AR
G65837AE	SubsumedBy	G18517UV
G65840VR	SubsumedBy	G97857NB
G65843VZ	SubsumedBy	G21194PE
G65843VZ	Subsumes	G09771GJ
G65843VZ	Subsumes	G31429YW
G65850ES	SubsumedBy	G03757EK
G65850ES	SubsumedBy	G09437GG
G65851JF	SubsumedBy	G51934ND
G65851JF	Subsumes	G03294GL
G65851JF	Subsumes	G83975SC
G65855MN	SubsumedBy	G02451HK
G65855MN	SubsumedBy	G49923GC
G65855MN	Subsumes	G76807JB
G65860IT	SubsumedBy	G95913KV
G65867II	SubsumedBy	G81247ZO
G65867II	SubsumedBy	G09087VQ
G65867II	SubsumedBy	G24336IA
G65868MM	SubsumedBy	G55455VT
G65868MM	Subsumes	G73529JB
G65868MM	Subsumes	G24891EL
G65868MM	Subsumes	G49053WC
G65873QS	SubsumedBy	G34026PF
G65873QS	Subsumes	G78130XL
G65873QS	Subsumes	G63710WS
G65877AW	SubsumedBy	G05194RK
G65877AW	Subsumes	G09221QI
G65882DG	SubsumedBy	G63977XF
G65882DG	Subsumes	G07533UM
G65882DG	Subsumes	G29247YS
G65882DG	Subsumes	G99256VE
G65882PP	SubsumedBy	G90856XJ
G65882PP	Subsumes	G67061AB
G65882PP	Subsumes	G32053XC
G65883QD	SubsumedBy	G04243OB
G65883QD	Subsumes	G18550QV
G65883QD	Subsumes	G66944HC
G65883QD	Subsumes	G96584NP
G65889KE	SubsumedBy	G68158BT
G65889KE	SubsumedBy	G86271BU
G65889KE	SubsumedBy	G40654FB
G65890UA	SubsumedBy	G71917KP
G65890UA	SubsumedBy	G74290AC
G65890UA	SubsumedBy	G95450GE
G65893EZ	SubsumedBy	G32954SJ
G65893EZ	SubsumedBy	G87815ZV
G65893EZ	SubsumedBy	G19841IT
G65893EZ	Subsumes	G82942ZJ
G65896IX	SubsumedBy	G34306IB
G65896IX	Subsumes	G07015TW
G65896IX	Subsumes	G44904UE
G65898DT	SubsumedBy	G11843JH
G65898DT	SubsumedBy	G23294PN
G65898DT	Subsumes	G13670FR
G65900XG	SubsumedBy	G72354DK
G65900XG	SubsumedBy	G97763ON
G65900XG	Subsumes	G76073FF
G65908CH	SubsumedBy	G70994MS
G65908CH	SubsumedBy	G55996RK
G65908CH	Subsumes	G07690SS
G65908CH	Subsumes	G65492BN
G65909WP	SubsumedBy	G06963BI
G65909WP	Subsumes	G42154JB
G65910BL	SubsumedBy	G95927HG
G65910BL	SubsumedBy	G48404AA
G65910BL	SubsumedBy	G49762EZ
G65916GN	SubsumedBy	G85335EW
G65916GN	Subsumes	G02498GC
G65916GN	Subsumes	G17419BF
G65916GN	Subsumes	G31433EJ
G65916GN	Subsumes	G29261AY
G65916GN	Subsumes	G98271CD
G65917JH	SubsumedBy	G45703RF
G65917JH	Subsumes	G69050ZN
G65917JH	Subsumes	G07491LJ
G65917JH	Subsumes	G07925NB
G65917JH	Subsumes	G10499ZG
G65917JH	Subsumes	G13867XI
G65917JH	Subsumes	G79527AC
G65917JH	Subsumes	G27316MM
G65917JH	Subsumes	G73180DH
G65918MZ	SubsumedBy	G53498YD
G65918MZ	SubsumedBy	G62481EN
G65921QW	SubsumedBy	G10712PK
G65921QW	SubsumedBy	G31751VR
G65921QW	Subsumes	G18060CQ
G65921QW	Subsumes	G24833OQ
G65924TG	SubsumedBy	G45533LY
G65924TG	Subsumes	G05654CV
G65925TC	SubsumedBy	G92275SC
G65925TC	Subsumes	G15282HT
G65925TC	Subsumes	G97000NR
G65934WI	SubsumedBy	G45640VZ
G65934WI	SubsumedBy	G94372TX
G65934WI	Subsumes	G40957KD
G65934WI	Subsumes	G19866OD
G65937EW	SubsumedBy	G11865ZE
G65937EW	Subsumes	G61717JN
G65937TS	SubsumedBy	G02256NN
G65937TS	Subsumes	G12171MV
G65937TS	Subsumes	G20100CF
G65937TS	Subsumes	G38946SH
G65937TS	Subsumes	G41167YG
G65937TS	Subsumes	G44404TC
G65937TS	Subsumes	G54173HD
G65937TS	Subsumes	G65065ME
G65937TS	Subsumes	G72750GQ
G65937TS	Subsumes	G78371ER
G65938ST	SubsumedBy	G99391HR
G65938ST	Subsumes	G12561VS
G65938ST	Subsumes	G62989ND
G65940PZ	SubsumedBy	G67455NY
G65940PZ	Subsumes	G20404GK
G65945PP	SubsumedBy	G78045JW
G65945PP	SubsumedBy	G66278QZ
G65945PP	Subsumes	G71367OV
G65945PP	Subsumes	G65294YU
G65947ME	SubsumedBy	G99375FM
G65947ME	SubsumedBy	G67275JN
G65947ME	Subsumes	G17780OR
G65947ME	Subsumes	G24771HE
G65947ME	Subsumes	G04400QM
G65947ME	Subsumes	G95306YW
G65948NJ	SubsumedBy	G94914GB
G65954YN	SubsumedBy	G96823NW
G65954YN	Subsumes	G44345UH
G65954YN	Subsumes	G64652AR
G65954YN	Subsumes	G77824XV
G65956MW	SubsumedBy	G53979AV
G65957XL	Subsumes	G20774HO
G65962DP	SubsumedBy	G20751GZ
G65962DP	SubsumedBy	G49993RR
G65962DP	SubsumedBy	G53492UE
G65962DP	Subsumes	G59451NL
G65962DP	Subsumes	G80858MF
G65968NT	SubsumedBy	G17425SJ
G65968NT	Subsumes	G24521PI
G65968NT	Subsumes	G49617BI
G65968NT	Subsumes	G12537VI
G65968NT	Subsumes	G41066SK
G65968NT	Subsumes	G83729ZM
G65969HW	SubsumedBy	G54992TS
G65969HW	SubsumedBy	G26542SK
G65969HW	Subsumes	G84291AB
G65969HW	Subsumes	G88825PV
G65981EG	SubsumedBy	G17274VA
G65982DP	SubsumedBy	G51098OG
G65982DP	SubsumedBy	G53858WC
G65984FE	SubsumedBy	G22220FW
G65984FE	SubsumedBy	G49993RR
G65984FE	SubsumedBy	G76085KR
G65984FE	SubsumedBy	G89637WE
G65984FE	Subsumes	G80858MF
G65996GC	SubsumedBy	G17792PO
G65996UU	SubsumedBy	G44311KX
G65996UU	Subsumes	G21147QJ
G65996UU	Subsumes	G29815KP
G66008AV	SubsumedBy	G14378SA
G66008AV	Subsumes	G52713CF
G66008DK	SubsumedBy	G22816WV
G66008DK	Subsumes	G40539WX
G66008DK	Subsumes	G33564HW
G66008HG	SubsumedBy	G12371GV
G66008HG	Subsumes	G70511VE
G66008HG	Subsumes	G37022BP
G66008TU	SubsumedBy	G54916AB
G66008TU	SubsumedBy	G68053NS
G66008TU	Subsumes	G97138VQ
G66013IH	SubsumedBy	G06194QO
G66013IH	Subsumes	G94234FX
G66015KH	SubsumedBy	G57095WM
G66015KH	Subsumes	G01298WH
G66015KH	Subsumes	G47872XH
G66016NA	SubsumedBy	G21071II
G66016NA	SubsumedBy	G27992WA
G66016NA	SubsumedBy	G62130AA
G66019PC	SubsumedBy	G64017CW
G66021ZE	SubsumedBy	G76385PD
G66021ZE	SubsumedBy	G82987BA
G66023YL	SubsumedBy	G72457SF
G66024RJ	SubsumedBy	G25168RI
G66024RJ	Subsumes	G49197XP
G66032DV	SubsumedBy	G84000CM
G66032DV	Subsumes	G39213VZ
G66032DV	Subsumes	G59741XZ
G66032DV	Subsumes	G74090KZ
G66032DV	Subsumes	G92024SL
G66032DV	Subsumes	G98140IX
G66033AV	SubsumedBy	G14699DI
G66033AV	SubsumedBy	G20685TT
G66033AV	Subsumes	G45886WR
G66033AV	Subsumes	G85192EG
G66035EE	SubsumedBy	G33177YW
G66035EE	SubsumedBy	G75013DQ
G66035EE	Subsumes	G45143MB
G66035EE	Subsumes	G81878NR
G66037DT	SubsumedBy	G39197KC
G66037DT	Subsumes	G54826OZ
G66037WR	SubsumedBy	G34716XJ
G66037WR	SubsumedBy	G71728MZ
G66040YD	SubsumedBy	G00027JG
G66040YD	SubsumedBy	G35409SK
G66042CL	SubsumedBy	G54586OE
G66042CL	SubsumedBy	G93989QD
G66042CL	Subsumes	G44787NH
G66045IA	SubsumedBy	G83090ZI
G66045IA	Subsumes	G05884CO
G66045IA	Subsumes	G97948YW
G66049CI	SubsumedBy	G41620EV
G66049CI	Subsumes	G39814MO
G66053JC	SubsumedBy	G15955GG
G66053JC	SubsumedBy	G21619NG
G66057EP	SubsumedBy	G25562VL
G66057EP	SubsumedBy	G41099CL
G66057EP	Subsumes	G70192XQ
G66057EP	Subsumes	G70544YL
G66066CB	SubsumedBy	G00970CP
G66066CB	SubsumedBy	G53363RM
G66066CB	Subsumes	G45491TQ
G66072SG	SubsumedBy	G27658AJ
G66072SG	Subsumes	G18808AB
G66072SG	Subsumes	G35174SC
G66072SG	Subsumes	G60689VV
G66072SG	Subsumes	G36836GD
G66076QV	SubsumedBy	G13141ZF
G66076QV	Subsumes	G28757BV
G66080XQ	SubsumedBy	G54886PY
G66081AV	SubsumedBy	G92073XL
G66081AV	SubsumedBy	G75099AE
G66081AV	Subsumes	G41960NE
G66086EX	SubsumedBy	G44794CK
G66086EX	SubsumedBy	G67189MD
G66086EX	Subsumes	G00068MO
G66086EX	Subsumes	G37862DQ
G66087KO	Subsumes	G16867BL
G66093JS	SubsumedBy	G56764RL
G66093JS	Subsumes	G53667KB
G66098KC	SubsumedBy	G07166XN
G66098KC	SubsumedBy	G35849YC
G66102DS	SubsumedBy	G15333MM
G66102DS	Subsumes	G43838OY
G66102JI	SubsumedBy	G41882OR
G66102JI	Subsumes	G07528DS
G66106WQ	SubsumedBy	G59920UA
G66106WQ	Subsumes	G03754YM
G66107SR	SubsumedBy	G96912QZ
G66107SR	SubsumedBy	G50431EZ
G66108CQ	SubsumedBy	G42597SV
G66108CQ	Subsumes	G11758TL
G66111ZR	SubsumedBy	G01670UQ
G66116BW	SubsumedBy	G74859CV
G66116BW	SubsumedBy	G79982IL
G66116BW	Subsumes	G71298BD
G66118UZ	SubsumedBy	G57735SE
G66118UZ	Subsumes	G38488ZJ
G66121LF	SubsumedBy	G74073JU
G66121LF	Subsumes	G68795JE
G66122ZT	SubsumedBy	G02625OQ
G66122ZT	Subsumes	G21380FF
G66128JY	SubsumedBy	G29847FN
G66128JY	Subsumes	G04700EY
G66128JY	Subsumes	G41876BL
G66128JY	Subsumes	G64301WQ
G66129DI	SubsumedBy	G41405AU
G66129DI	SubsumedBy	G50782HI
G66131WK	SubsumedBy	G25944NG
G66133LO	Subsumes	G60768RB
G66145PV	SubsumedBy	G08735ZX
G66145PV	Subsumes	G19120ZM
G66145PV	Subsumes	G46575CV
G66150CE	SubsumedBy	G12699UR
G66150FA	SubsumedBy	G62055US
G66150FA	Subsumes	G04256AW
G66150FA	Subsumes	G35498QW
G66153HK	SubsumedBy	G83720DE
G66153HK	Subsumes	G14057PK
G66153HK	Subsumes	G66634LX
G66153IB	SubsumedBy	G89203XK
G66153IB	Subsumes	G16344ZG
G66153KK	SubsumedBy	G53742UY
G66154CH	SubsumedBy	G24394UB
G66154CH	Subsumes	G43840GU
G66162WI	SubsumedBy	G94510EL
G66162WI	Subsumes	G78315BS
G66163OV	SubsumedBy	G66933CM
G66163OV	Subsumes	G14607TK
G66163TI	SubsumedBy	G12899EM
G66163TI	SubsumedBy	G58507AZ
G66164GQ	SubsumedBy	G13628FE
G66164GQ	Subsumes	G34206MI
G66164GQ	Subsumes	G37863IQ
G66164GQ	Subsumes	G19092YG
G66166BF	SubsumedBy	G16739XD
G66166BF	SubsumedBy	G46029TT
G66168TG	SubsumedBy	G93920IR
G66172ZK	SubsumedBy	G87974NX
G66172ZK	Subsumes	G10652KW
G66184ZO	SubsumedBy	G09060TD
G66184ZO	Subsumes	G43993DD
G66188DL	SubsumedBy	G56267PD
G66188DL	Subsumes	G59746EH
G66190PM	SubsumedBy	G22313SX
G66190PM	SubsumedBy	G88106PG
G66191UP	SubsumedBy	G99556PB
G66191UP	SubsumedBy	G81748GB
G66192TG	SubsumedBy	G42079FQ
G66192TG	Subsumes	G77056UT
G66192TG	Subsumes	G45878UT
G66192TG	Subsumes	G36189TM
G66193EV	SubsumedBy	G98844GM
G66193EV	Subsumes	G73869CT
G66204OA	SubsumedBy	G72851IY
G66204OA	SubsumedBy	G95721QY
G66205BF	SubsumedBy	G17326HW
G66205BF	Subsumes	G25512MC
G66205CG	SubsumedBy	G50001WA
G66211LT	SubsumedBy	G74773VD
G66211LT	Subsumes	G61894MD
G66211LT	Subsumes	G74809AE
G66213AR	SubsumedBy	G36196GO
G66213AR	SubsumedBy	G94832WF
G66213AR	SubsumedBy	G98624YC
G66213AR	Subsumes	G45315EX
G66213AR	Subsumes	G51331BY
G66213AR	Subsumes	G84440KI
G66213IY	SubsumedBy	G39376AB
G66215DK	SubsumedBy	G05903DN
G66215DK	SubsumedBy	G30162MK
G66215DK	Subsumes	G98511QW
G66215MG	SubsumedBy	G11853YG
G66215MG	SubsumedBy	G63063HO
G66222CN	SubsumedBy	G12018LP
G66222CN	SubsumedBy	G31015MW
G66227GZ	SubsumedBy	G99375FM
G66227GZ	SubsumedBy	G29136NI
G66227GZ	Subsumes	G56175CL
G66228VC	SubsumedBy	G67304TH
G66228VC	Subsumes	G60620BK
G66231VJ	Subsumes	G15014QH
G66231VJ	Subsumes	G38716CV
G66247AR	SubsumedBy	G06844RI
G66247AR	SubsumedBy	G18573YO
G66247AR	Subsumes	G94827SR
G66250AO	SubsumedBy	G31627FU
G66250AO	SubsumedBy	G75960US
G66250AO	Subsumes	G38978PR
G66257KQ	SubsumedBy	G54328JM
G66257KQ	SubsumedBy	G76727OV
G66258MK	SubsumedBy	G49486LR
G66258MK	Subsumes	G39701HX
G66258MK	Subsumes	G55201SQ
G66263GG	SubsumedBy	G41143NO
G66263GG	SubsumedBy	G62613ZH
G66265KN	SubsumedBy	G74891FV
G66265KN	SubsumedBy	G98217YG
G66271DA	SubsumedBy	G01351UQ
G66271DA	Subsumes	G26250DB
G66271DA	Subsumes	G60245BJ
G66271TT	SubsumedBy	G20372QO
G66271TT	Subsumes	G39326PP
G66271TT	Subsumes	G51340HW
G66272NF	SubsumedBy	G97139LY
G66272NF	Subsumes	G25846VM
G66273AJ	SubsumedBy	G64998DO
G66273AJ	Subsumes	G69726TU
G66278QZ	SubsumedBy	G08018ED
G66278QZ	SubsumedBy	G08130NB
G66278QZ	SubsumedBy	G63049KF
G66278QZ	SubsumedBy	G93386SF
G66278QZ	Subsumes	G10529ZR
G66278QZ	Subsumes	G10859ES
G66278QZ	Subsumes	G25703UN
G66278QZ	Subsumes	G65945PP
G66278QZ	Subsumes	G94568XL
G66282NU	SubsumedBy	G13631VW
G66282NU	SubsumedBy	G33174QG
G66282NU	SubsumedBy	G91130VE
G66282NU	SubsumedBy	G90202LF
G66282NU	SubsumedBy	G63413QV
G66282NU	SubsumedBy	G90686TN
G66284CX	SubsumedBy	G11830CY
G66284CX	SubsumedBy	G33840DE
G66284CX	SubsumedBy	G77993ZH
G66286WQ	SubsumedBy	G46649RP
G66286WQ	SubsumedBy	G72300VE
G66286WQ	Subsumes	G51265ES
G66286WQ	Subsumes	G07328EF
G66286WQ	Subsumes	G83737UD
G66290EU	SubsumedBy	G45533LY
G66290EU	Subsumes	G82466NI
G66294YM	SubsumedBy	G06509PB
G66294YM	SubsumedBy	G69729AS
G66296ET	SubsumedBy	G81032PV
G66296ET	SubsumedBy	G04922JV
G66296ET	SubsumedBy	G92786RJ
G66298ZJ	SubsumedBy	G58192FP
G66298ZJ	Subsumes	G51034LA
G66300CX	SubsumedBy	G31296RY
G66300CX	Subsumes	G12067FX
G66300WN	SubsumedBy	G00803PJ
G66300WN	Subsumes	G00510MX
G66300WN	Subsumes	G01179OJ
G66300WN	Subsumes	G65432SL
G66301VC	SubsumedBy	G21780GG
G66301VC	Subsumes	G33418YX
G66304YS	SubsumedBy	G62419OX
G66307RE	SubsumedBy	G45074QQ
G66307RE	Subsumes	G27600GP
G66307RE	Subsumes	G12524BD
G66307RE	Subsumes	G59984BF
G66313YW	SubsumedBy	G05553PQ
G66313YW	SubsumedBy	G06407UW
G66315HA	SubsumedBy	G13287ZU
G66317YW	SubsumedBy	G75731FY
G66317YW	SubsumedBy	G28988SP
G66317YW	Subsumes	G04274WG
G66317YW	Subsumes	G17841AV
G66325LQ	SubsumedBy	G25848XB
G66325LQ	SubsumedBy	G49533XV
G66325LQ	Subsumes	G86633LD
G66332LU	SubsumedBy	G54699XI
G66334HW	SubsumedBy	G29945WW
G66334HW	SubsumedBy	G89753VJ
G66341WM	SubsumedBy	G56043OY
G66346EP	SubsumedBy	G14699DI
G66346EP	SubsumedBy	G20685TT
G66346EP	Subsumes	G05128VV
G66346RP	SubsumedBy	G77486XN
G66346RP	SubsumedBy	G76377UH
G66346RP	Subsumes	G89875US
G66348MF	SubsumedBy	G92683CO
G66348MF	Subsumes	G76241TN
G66348TL	SubsumedBy	G27051BW
G66348TL	Subsumes	G63111RL
G66357CN	SubsumedBy	G36397PM
G66357NZ	SubsumedBy	G64388NA
G66360FX	SubsumedBy	G21635DC
G66360FX	Subsumes	G52262VT
G66362JB	SubsumedBy	G80326PJ
G66362JB	Subsumes	G19520XO
G66367EU	SubsumedBy	G09831CM
G66368ZD	SubsumedBy	G19992GW
G66368ZD	Subsumes	G52266YB
G66370UY	SubsumedBy	G09255SB
G66370UY	SubsumedBy	G82648TN
G66370UY	Subsumes	G79508LR
G66374JF	SubsumedBy	G16933RK
G66374JF	SubsumedBy	G14503KM
G66374JF	Subsumes	G52595TD
G66374JF	Subsumes	G72309KR
G66375NT	SubsumedBy	G27502BJ
G66375VY	SubsumedBy	G01650CJ
G66375VY	SubsumedBy	G45475AS
G66375VY	SubsumedBy	G94959AA
G66375VY	Subsumes	G47279LF
G66375ZI	SubsumedBy	G82930TB
G66375ZI	SubsumedBy	G47270FQ
G66375ZI	Subsumes	G81245YS
G66377OC	SubsumedBy	G58929CB
G66377OC	Subsumes	G94058BV
G66377OC	Subsumes	G23740WA
G66377OC	Subsumes	G54931GY
G66377OH	SubsumedBy	G77177HT
G66387RK	SubsumedBy	G19722HF
G66387RK	Subsumes	G51817XM
G66391HI	SubsumedBy	G81977TF
G66391HI	SubsumedBy	G86950QP
G66399CG	SubsumedBy	G65080HF
G66403JV	Subsumes	G19326PJ
G66403MA	SubsumedBy	G47324JU
G66403MA	Subsumes	G89328HG
G66403NT	SubsumedBy	G70573ED
G66408EY	SubsumedBy	G92793BY
G66408EY	SubsumedBy	G36131WL
G66408EY	SubsumedBy	G72067BD
G66414OW	SubsumedBy	G70649KP
G66414OW	Subsumes	G08426DX
G66414OW	Subsumes	G18946TX
G66414OW	Subsumes	G39759RL
G66415NO	SubsumedBy	G82718YV
G66415NO	SubsumedBy	G84466YI
G66415NO	Subsumes	G09905HJ
G66418NO	SubsumedBy	G37185HI
G66418NO	SubsumedBy	G42537PG
G66419SM	SubsumedBy	G33633KK
G66420HM	SubsumedBy	G22876EV
G66420HM	SubsumedBy	G05360BT
G66420HM	SubsumedBy	G19992GW
G66420HM	SubsumedBy	G80887JO
G66420HM	Subsumes	G20694YW
G66420HM	Subsumes	G36223IZ
G66420HM	Subsumes	G10725II
G66420HM	Subsumes	G27516AE
G66420HM	Subsumes	G64662SH
G66420YU	SubsumedBy	G70565NH
G66422NV	SubsumedBy	G09696LD
G66422NV	SubsumedBy	G99247US
G66422TW	SubsumedBy	G79195SF
G66422TW	Subsumes	G68691YG
G66427ZQ	SubsumedBy	G94097TZ
G66428ER	SubsumedBy	G57269FM
G66428ER	Subsumes	G82653TK
G66436YQ	SubsumedBy	G25637MV
G66436YQ	SubsumedBy	G14489PV
G66439FH	SubsumedBy	G36823BS
G66441ML	SubsumedBy	G22538PK
G66441ML	Subsumes	G29857RC
G66454JJ	SubsumedBy	G98246TM
G66457WL	SubsumedBy	G94649IC
G66457WL	SubsumedBy	G35005RC
G66457WL	SubsumedBy	G50559WI
G66457WL	Subsumes	G66724VW
G66470BN	SubsumedBy	G31544HA
G66470BN	SubsumedBy	G81452FP
G66470BN	Subsumes	G04794OZ
G66470BN	Subsumes	G71289YC
G66470BN	Subsumes	G49301DO
G66474IG	SubsumedBy	G46808JY
G66474IG	Subsumes	G13836YR
G66480HI	SubsumedBy	G78620TU
G66481II	SubsumedBy	G78508BQ
G66481II	Subsumes	G09165XB
G66482QZ	SubsumedBy	G47875DE
G66482QZ	Subsumes	G32660RB
G66482UD	SubsumedBy	G25502JE
G66482UD	SubsumedBy	G76124IU
G66482UD	Subsumes	G10163TY
G66482UD	Subsumes	G26915TH
G66488GE	SubsumedBy	G26264HC
G66488GE	SubsumedBy	G52894LG
G66488GE	SubsumedBy	G67272DI
G66488GE	SubsumedBy	G16999DQ
G66488GE	Subsumes	G11189WY
G66489LJ	SubsumedBy	G04210UW
G66489LJ	SubsumedBy	G08426DX
G66489LJ	SubsumedBy	G42089IU
G66489LJ	SubsumedBy	G57971KJ
G66489LJ	Subsumes	G60890ZT
G66489LJ	Subsumes	G99244AI
G66492XF	SubsumedBy	G46569FG
G66492XF	SubsumedBy	G95451TB
G66492XF	Subsumes	G84901UD
G66492XF	Subsumes	G09727XA
G66504LK	SubsumedBy	G55609NO
G66504LK	Subsumes	G13197FM
G66507XS	SubsumedBy	G81920XN
G66507XS	Subsumes	G39428SI
G66507XS	Subsumes	G76465ED
G66507XS	Subsumes	G24439YF
G66509EZ	SubsumedBy	G03700LH
G66509EZ	Subsumes	G06036CF
G66512FS	SubsumedBy	G58543HQ
G66512FS	SubsumedBy	G83134ZR
G66512FS	Subsumes	G43059PA
G66513RC	SubsumedBy	G26633DJ
G66513RC	Subsumes	G49307MQ
G66523HA	SubsumedBy	G60314KF
G66523HA	Subsumes	G70757IC
G66524AX	SubsumedBy	G74724QE
G66524AX	SubsumedBy	G26614JB
G66524AX	Subsumes	G91227PM
G66534MT	SubsumedBy	G06019DR
G66534MT	Subsumes	G27751YT
G66536OS	SubsumedBy	G24991PJ
G66536OS	SubsumedBy	G68638DR
G66536OS	Subsumes	G53479GY
G66536OS	Subsumes	G74683SL
G66538GV	SubsumedBy	G92050GC
G66538GV	Subsumes	G00288QM
G66538GV	Subsumes	G18274YO
G66538GV	Subsumes	G00887EN
G66538GV	Subsumes	G96345QF
G66538GV	Subsumes	G59065BQ
G66538GV	Subsumes	G20320OP
G66538GV	Subsumes	G11842GF
G66538GV	Subsumes	G30621FL
G66538GV	Subsumes	G33366UZ
G66538GV	Subsumes	G42368WD
G66538GV	Subsumes	G75596XQ
G66538GV	Subsumes	G77196BU
G66538GV	Subsumes	G70656JI
G66541DL	SubsumedBy	G18999EB
G66541DL	Subsumes	G92064AA
G66541DL	Subsumes	G98075QQ
G66542WL	SubsumedBy	G28062BI
G66544RE	SubsumedBy	G76256PR
G66552NS	SubsumedBy	G04638IX
G66554NB	SubsumedBy	G39850XF
G66554NB	SubsumedBy	G75851IL
G66557BP	SubsumedBy	G43891YL
G66557BP	Subsumes	G02045OB
G66562DL	SubsumedBy	G77710TJ
G66562DL	Subsumes	G43475FH
G66562MF	SubsumedBy	G48898AL
G66562MF	Subsumes	G21255ER
G66565TB	SubsumedBy	G16479OO
G66565TB	Subsumes	G15351FP
G66565TB	Subsumes	G18901ZN
G66565TB	Subsumes	G35048SX
G66570YR	SubsumedBy	G03430DD
G66570YR	Subsumes	G13782TA
G66570YR	Subsumes	G97637VQ
G66572SF	SubsumedBy	G60648TJ
G66572SF	SubsumedBy	G34026PF
G66576RC	SubsumedBy	G32830IJ
G66580IT	SubsumedBy	G15470UW
G66580IT	Subsumes	G68907ZA
G66580IT	Subsumes	G69976JD
G66587GF	SubsumedBy	G30001EY
G66587GF	Subsumes	G86562TA
G66590TO	SubsumedBy	G30791RD
G66590TO	Subsumes	G50563ZO
G66595IQ	SubsumedBy	G11613HW
G66595IQ	SubsumedBy	G72952WX
G66599VX	SubsumedBy	G71569SN
G66599VX	Subsumes	G81690ER
G66600ZZ	SubsumedBy	G90659AW
G66600ZZ	Subsumes	G77067GZ
G66601QV	SubsumedBy	G12699UR
G66602EI	SubsumedBy	G86353JG
G66602EI	Subsumes	G56259BH
G66605YF	SubsumedBy	G29507HD
G66605YF	Subsumes	G77213YG
G66621SE	SubsumedBy	G06194QO
G66622AX	SubsumedBy	G89858IA
G66622AX	Subsumes	G83089UA
G66624IK	Subsumes	G65236OQ
G66624KV	SubsumedBy	G61701FD
G66624KV	Subsumes	G24418EH
G66625TJ	SubsumedBy	G34077LV
G66625TJ	SubsumedBy	G07417WF
G66625TJ	Subsumes	G45701BF
G66629ZO	SubsumedBy	G05793EN
G66629ZO	Subsumes	G62899XL
G66629ZO	Subsumes	G10008NR
G66633ZT	SubsumedBy	G33315ON
G66633ZT	Subsumes	G02358GX
G66633ZT	Subsumes	G67368MA
G66633ZT	Subsumes	G33283JR
G66634LX	SubsumedBy	G66153HK
G66634LX	Subsumes	G52276YR
G66634LX	Subsumes	G44323XV
G66634LZ	SubsumedBy	G71746IN
G66639WN	SubsumedBy	G10057RC
G66639WN	Subsumes	G62182KD
G66639WN	Subsumes	G20697RD
G66639WN	Subsumes	G75498OJ
G66639WN	Subsumes	G86627ES
G66645QN	SubsumedBy	G50262MB
G66645QN	Subsumes	G00294BL
G66650NK	SubsumedBy	G95190MU
G66650NK	Subsumes	G94470QH
G66653BX	SubsumedBy	G53857IH
G66654PP	SubsumedBy	G71703UN
G66655HQ	SubsumedBy	G38266JX
G66655HQ	SubsumedBy	G71296WI
G66655HQ	Subsumes	G63585HN
G66658BZ	SubsumedBy	G16231XM
G66658BZ	Subsumes	G24355OK
G66658BZ	Subsumes	G41352UL
G66658TA	SubsumedBy	G59986YN
G66658TA	SubsumedBy	G78123CP
G66658TA	Subsumes	G46271TS
G66658UG	SubsumedBy	G99753FF
G66661ZY	SubsumedBy	G65594XM
G66661ZY	Subsumes	G88864RV
