GlyTouCanAccession	NativeFormula	PermethylatedFormula
G26436ZA	C68H112N4O49	C97H170N4O49
G26438GB	C56H94N4O39	C80H142N4O39
G26441EY	C115H186N8O83	C165H286N8O83
G26441FH	C64H105N5O44	C90H157N5O44
G26442UP	C86H141N7O59	C121H211N7O59
G26443EH	C36H59N3O25	C51H89N3O25
G26444DN	C12H21O13P	C19H35O13P
G26445MR	C106H170N8O77	C153H264N8O77
G26446JY	C104H171N7O74	C148H259N7O74
G26449QT	C82H135N5O57	C115H201N5O57
G26450SH	C30H51N3O20	C43H77N3O20
G26452XA	C22H36N2O14	C30H52N2O14
G26453HS	C28H46N2O19	C39H68N2O19
G26458UO	C46H76N2O35	C67H118N2O35
G26459QM	C11H18O9	C16H28O9
G26460NH	C34H54N2O26	C50H86N2O26
G26466DS	C20H33NO14	C28H49NO14
G26466JE	C66H109N3O48	C94H165N3O48
G26468VG	C53H87N3O39	C76H133N3O39
G26469QK	C81H132N6O57	C115H200N6O57
G26471XA	C40H66N2O29	C57H100N2O29
G26472EX	C48H81N3O33	C68H121N3O33
G26473JD	C23H37NO18	C34H59NO18
G26473LY	C46H76N2O33	C65H114N2O33
G26474AZ	C39H63N3O27	C55H95N3O27
G26474XX	C88H146N2O70	C130H230N2O70
G26477FG	C54H89N3O38	C76H133N3O38
G26478SG	C84H138N6O58	C118H206N6O58
G26478VB	C68H114N4O48	C97H172N4O48
G26479KU	C53H86N4O38	C76H132N4O38
G26481RZ	C21H35NO14	C28H49NO14
G26483LF	C44H77N2O37P	C68H125N2O37P
G26484CV	C100H166N2O80	C148H262N2O80
G26485YR	C63H103N3O48	C92H161N3O48
G26485ZL	C34H56N2O25	C49H86N2O25
G26487VT	C115H186N8O83	C165H286N8O83
G26488PQ	C116H189N7O86	C168H293N7O86
G26489DB	C97H159N5O70	C138H241N5O70
G26493OD	C42H70O35	C63H112O35
G26493RP	C22H36N2O15	C31H54N2O15
G26495GJ	C73H119N5O53	C105H183N5O53
G26495HV	C131H210N10O95	C189H326N10O95
G26495XM	C56H92N4O40	C80H140N4O40
G26495ZQ	C95H153N7O70	C138H239N7O70
G26497EU	C42H69N3O28	C58H101N3O28
G26498AA	C56H92N4O39	C79H138N4O39
G26498KE	C24H40O20	C36H64O20
G26500IJ	C48H79N3O35	C69H121N3O35
G26501HM	C98H159N7O71	C141H245N7O71
G26503PC	C48H77N3O36	C70H121N3O36
G26506TX	C123H199N9O90	C178H309N9O90
G26508HK	C70H116N2O55	C103H182N2O55
G26511YU	C67H109N5O48	C96H167N5O48
G26518BW	C64H105N5O45	C91H159N5O45
G26519FA	C27H43N3O21S	C37H63N3O21S
G26520QU	C93H152N6O73S2	C131H228N6O73S2
G26520XX	C86H142N4O62	C122H214N4O62
G26522GV	C73H119N5O55S	C103H179N5O55S
G26522UE	C39H64N2O28	C55H96N2O28
G26524EL	C25H40N2O21S	C35H60N2O21S
G26529EC	C82H135N5O59	C117H205N5O59
G26533WU	C114H187N9O79	C161H281N9O79
G26534SN	C30H51N3O23S	C42H75N3O23S
G26534TO	C52H86N2O40	C76H134N2O40
G26536KB	C71H116N4O53	C103H180N4O53
G26537DD	C109H178N8O79	C158H276N8O79
G26542SK	C72H120N6O55S2	C100H176N6O55S2
G26547QA	C165H266N12O121	C239H414N12O121
G26549QP	C100H167N5O73	C144H255N5O73
G26549SM	C102H165N9O71	C145H251N9O71
G26550KF	C47H76N4O33	C67H116N4O33
G26550NW	C48H81N3O34	C69H123N3O34
G26551VB	C34H56N2O24	C48H84N2O24
G26553QH	C11H18O9	C16H28O9
G26555CS	C20H33NO17S	C27H47NO17S
G26556XK	C34H56N2O24	C48H84N2O24
G26557AV	C88H145N5O62	C124H217N5O62
G26563GL	C32H53NO25	C47H83NO25
G26566WH	C79H129N5O58	C114H199N5O58
G26570RB	C28H48N2O26S2	C39H70N2O26S2
G26570SL	C20H33NO15	C29H51NO15
G26572YQ	C60H99N3O44	C86H151N3O44
G26575AQ	C58H95N5O41	C84H147N5O41
G26578KR	C62H102N4O44	C88H154N4O44
G26580QL	C129H209N9O93	C185H321N9O93
G26581IG	C34H56N2O24	C49H86N2O24
G26583BK	C23H37NO19	C35H61NO19
G26591JV	C66H109N3O48	C94H165N3O48
G26592TP	C56H92N4O40	C80H140N4O40
G26595UR	C66H108N6O45	C93H162N6O45
G26596ON	C47H76N4O33	C67H116N4O33
G26600MH	C71H116N4O53	C103H180N4O53
G26600PG	C88H145N5O62	C124H217N5O62
G26600PV	C120H198N6O89	C173H304N6O89
G26602MZ	C26H43NO20	C38H67NO20
G26602NO	C12H20O10	C18H32O10
G26603WG	C121H196N8O87	C173H300N8O87
G26609JO	C36H55N3O36S3	C48H79N3O36S3
G26610JD	C70H115N5O49	C99H173N5O49
G26612OY	C70H115N5O49	C99H173N5O49
G26612PR	C96H156N6O69	C137H238N6O69
G26613CO	C73H121N5O52	C105H185N5O52
G26613CT	C92H151N7O65	C131H229N7O65
G26614JB	C40H66N2O29	C57H100N2O29
G26623YL	C78H129N3O58	C112H197N3O58
G26624EI	C81H132N6O57	C115H200N6O57
G26624YG	C52H86N2O40	C76H134N2O40
G26626TD	C50H80N4O36	C72H124N4O36
G26629OM	C36H59N3O25	C51H89N3O25
G26629TM	C52H86N2O39	C75H132N2O39
G26633DJ	C96H156N6O70	C138H240N6O70
G26634PC	C88H145N5O65	C127H223N5O65
G26634XL	C24H40O20	C36H64O20
G26640MK	C64H105N5O48S	C90H157N5O48S
G26640RK	C36H60O30	C54H96O30
G26643II	C20H33NO13	C27H47NO13
G26644CA	C28H46N2O20	C40H70N2O20
G26644DW	C70H115N5O49	C99H173N5O49
G26644DY	C60H99N3O43	C85H149N3O43
G26645ZT	C34H56N2O27S	C47H82N2O27S
G26646BT	C80H131N7O55	C113H197N7O55
G26651YZ	C36H57N3O27	C53H91N3O27
G26653MA	C56H92N4O40	C80H140N4O40
G26657EE	C14H23NO10	C20H35NO10
G26657XR	C82H135N5O59	C117H205N5O59
G26658EJ	C71H116N4O53	C103H180N4O53
G26658IQ	C105H172N6O76	C150H262N6O76
G26658RH	C38H63NO28	C54H95NO28
G26662SM	C24H40O20	C36H64O20
G26663JT	C48H77N3O38	C72H125N3O38
G26663VX	C108H178N6O79	C155H272N6O79
G26664GH	C50H82N4O35	C71H124N4O35
G26667EO	C42H69N3O29	C59H103N3O29
G26674VO	C64H106N2O50	C94H166N2O50
G26678XQ	C32H53NO25	C47H83NO25
G26681GV	C52H86N2O40	C76H134N2O40
G26684GN	C48H79N3O35	C69H121N3O35
G26688CX	C40H66N2O28	C56H98N2O28
G26688JC	C38H63NO28	C54H95NO28
G26689BJ	C112H182N8O80	C160H278N8O80
G26689CL	C54H89N3O38	C76H133N3O38
G26690QG	C28H46N2O20	C40H70N2O20
G26692TC	C46H76N2O34	C66H116N2O34
G26695FN	C63H105N3O48	C93H165N3O48
G26696QO	C65H106N4O46	C92H160N4O46
G26697HL	C66H109N3O49	C95H167N3O49
G26700AN	C94H154N8O65	C133H232N8O65
G26700PN	C62H102N4O44	C88H154N4O44
G26702BZ	C33H53N3O23	C47H81N3O23
G26703BH	C102H168N6O73	C145H254N6O73
G26704KR	C114H188N6O80	C160H280N6O80
G26705YO	C6H10O5	C9H16O5
G26708HD	C140H226N10O101	C201H348N10O101
G26709HU	C68H112N4O50	C98H172N4O50
G26712CT	C70H117N5O50	C101H179N5O50
G26713RV	C125H207N7O89	C178H313N7O89
G26714JN	C104H169N7O75	C149H259N7O75
G26714ZK	C34H54N2O31S	C51H88N2O31S
G26715FV	C88H145N5O64	C126H221N5O64
G26715PO	C16H26N2O10	C22H38N2O10
G26718PT	C83H133N7O59	C119H205N7O59
G26719SL	C18H30O15	C27H48O15
G26724PP	C42H69N3O29	C59H103N3O29
G26725PG	C34H56N2O25	C49H86N2O25
G26725WN	C62H102N4O42	C86H150N4O42
G26726EN	C28H42N2O28S2	C38H62N2O28S2
G26726EV	C101H165N7O71	C143H249N7O71
G26730QM	C104H171N7O75	C149H261N7O75
G26733NG	C90H148N6O64	C128H224N6O64
G26734HN	C23H38N2O17	C35H62N2O17
G26737BV	C64H105N5O45	C91H159N5O45
G26739XH	C134H216N10O97	C193H334N10O97
G26740EB	C90H148N6O65	C130H228N6O65
G26740OG	C18H30O15	C27H48O15
G26743SI	C24H36N2O32S4	C34H56N2O32S4
G26744XM	C37H57NO34S	C54H91NO34S
G26744ZJ	C24H39N3O15	C33H57N3O15
G26745RU	C110H179N7O78	C156H271N7O78
G26752MP	C62H103NO50	C92H163NO50
G26754XS	C40H68N2O31S	C56H100N2O31S
G26756JU	C31H50N2O22	C44H76N2O22
G26756SJ	C12H22N2O8	C20H38N2O8
G26756UI	C58H96N2O44	C84H148N2O44
G26756VT	C78H128N6O55	C111H194N6O55
G26759AS	C82H134N8O55	C115H200N8O55
G26760KR	C116H191N7O83	C165H289N7O83
G26762AY	C84H136N6O61	C121H210N6O61
G26765XD	C22H36N2O15	C31H54N2O15
G26766ZY	C45H74N2O34	C65H114N2O34
G26768BK	C18H30O15	C27H48O15
G26768NU	C120H193N9O87	C173H299N9O87
G26773ZT	C12H17NO13S	C18H29NO13S
G26775OX	C143H232N10O103	C205H356N10O103
G26777KI	C40H66N2O28	C56H98N2O28
G26777RD	C160H263N11O114	C228H399N11O114
G26778RK	C39H63N3O28	C56H97N3O28
G26780RT	C70H115N5O49	C99H173N5O49
G26782IQ	C48H77N3O35	C69H119N3O35
G26789EP	C146H238N10O105	C209H364N10O105
G26789QH	C84H136N6O63	C123H214N6O63
G26793BW	C14H23NO13S	C19H33NO13S
G26795PW	C79H129N5O57	C113H197N5O57
G26796AM	C81H134N6O57	C116H204N6O57
G26796CV	C135H219N9O97	C193H335N9O97
G26796CW	C30H51N3O23S	C42H75N3O23S
G26796WO	C81H132N6O58	C116H202N6O58
G26798CI	C78H128N6O55	C111H194N6O55
G26802BO	C249H409N15O177	C353H617N15O177
G26804IJ	C32H52N4O20	C44H76N4O20
G26805JF	C25H40N2O18	C36H62N2O18
G26806EA	C36H57N3O28	C54H93N3O28
G26809JJ	C109H176N8O79	C157H272N8O79
G26814IT	C74H122N4O54	C106H186N4O54
G26814KZ	C68H112N4O50	C98H172N4O50
G26814OZ	C78H128N6O54	C110H192N6O54
G26816AP	C47H76N4O33	C67H116N4O33
G26818NU	C9H14O8	C14H24O8
G26821XH	C16H26O13	C23H40O13
G26822XQ	C78H128N6O53	C109H190N6O53
G26827ST	C60H99N3O42	C84H147N3O42
G26830YK	C61H96N4O45	C87H148N4O45
G26831EZ	C42H71N3O30	C61H109N3O30
G26833PD	C40H66N2O31S	C55H96N2O31S
G26835MN	C34H56N2O25	C49H86N2O25
G26837IS	C81H132N6O57	C115H200N6O57
G26838HU	C92H149N7O66	C132H229N7O66
G26840XK	C18H30O15	C27H48O15
G26842RQ	C36H59N3O25	C51H89N3O25
G26850ZV	C54H89N3O40	C78H137N3O40
G26853DK	C135H219N9O96	C192H333N9O96
G26854CV	C20H33NO13	C27H47NO13
G26854HB	C48H79N3O36S	C66H115N3O36S
G26854TY	C70H111N5O52	C102H175N5O52
G26859VB	C36H55N3O57S9	C48H79N3O57S9
G26860RE	C66H107N3O56S2	C93H161N3O56S2
G26862DU	C95H155N7O69	C138H241N7O69
G26864OJ	C131H210N10O95	C189H326N10O95
G26875JA	C32H55NO24	C47H85NO24
G26875XQ	C50H82N4O35	C71H124N4O35
G26876AF	C86H141N7O58	C120H209N7O58
G26876TS	C46H76N2O32	C64H112N2O32
G26877LE	C96H158N6O68	C136H238N6O68
G26877ST	C84H136N6O61	C121H210N6O61
G26881SV	C94H154N8O65	C133H232N8O65
G26881UW	C82H137N5O59	C118H209N5O59
G26884UV	C82H137N5O59	C118H209N5O59
G26885DO	C56H92N4O40	C80H140N4O40
G26885EH	C18H30O15	C27H48O15
G26885WI	C30H50O25	C45H80O25
G26887LF	C87H144N6O63	C126H222N6O63
G26889NS	C45H75N3O32	C65H115N3O32
G26890OC	C66H109N3O48	C94H165N3O48
G26890VT	C53H86N4O38	C76H132N4O38
G26891RG	C103H168N8O73	C147H256N8O73
G26891TE	C107H175N7O78	C154H269N7O78
G26892SG	C108H178N6O77	C153H268N6O77
G26896YH	C96H158N6O68	C136H238N6O68
G26897XI	C76H125N5O54	C108H189N5O54
G26899ZP	C36H60O30	C54H96O30
G26901OL	C94H155N5O68	C134H235N5O68
G26903VB	C45H73N3O32	C64H111N3O32
G26904NW	C18H30O15	C27H48O15
G26910SA	C20H33NO15	C29H51NO15
G26911EP	C82H137N5O58	C117H207N5O58
G26913JX	C28H46N2O19	C39H68N2O19
G26913VN	C74H122N4O52	C104H182N4O52
G26914LX	C130H214N8O95	C188H330N8O95
G26915TH	C37H57NO34S	C54H91NO34S
G26915XM	C94H152N8O65	C133H230N8O65
G26918JY	C79H129N5O57	C113H197N5O57
G26918LL	C20H33NO17S	C27H47NO17S
G26918OE	C62H102N4O45	C89H156N4O45
G26918XL	C39H63N3O28	C56H97N3O28
G26919JW	C108H178N6O76	C152H266N6O76
G26923RP	C12H17NO16S2	C17H27NO16S2
G26924LT	C72H118N6O55S2	C99H172N6O55S2
G26925SK	C68H112N4O49	C97H170N4O49
G26928DP	C74H122N4O54	C106H186N4O54
G26929DQ	C42H69N3O30	C60H105N3O30
G26930TA	C28H42N2O28S2	C38H62N2O28S2
G26930UQ	C27H43N3O21S	C37H63N3O21S
G26933BW	C124H206N8O89	C178H314N8O89
G26934CO	C26H43NO19	C37H65NO19
G26935KA	C118H192N8O91S2	C167H290N8O91S2
G26935KM	C52H88N2O38	C75H134N2O38
G26939ZY	C56H92N4O40	C80H140N4O40
G26940TT	C115H186N8O83	C165H286N8O83
G26941NV	C18H30O15	C27H48O15
G26942BO	C147H241N9O107	C211H369N9O107
G26943DV	C36H57N3O26	C52H89N3O26
G26945GA	C158H258N10O115	C227H396N10O115
G26945XM	C114H188N6O84	C164H288N6O84
G26948EO	C30H50O25	C45H80O25
G26949BV	C76H125N5O54	C108H189N5O54
G26949IX	C74H122N4O54	C106H186N4O54
G26950DF	C126H207N9O87	C177H309N9O87
G26950OW	C18H30O15	C27H48O15
G26951VZ	C105H172N6O77	C151H264N6O77
G26952EK	C115H186N8O83	C165H286N8O83
G26954BE	C36H60O30	C54H96O30
G26959XE	C90H148N6O65	C129H226N6O65
G26969MF	C14H23NO10	C20H35NO10
G26971OH	C76H125N5O54	C108H189N5O54
G26973VT	C105H172N6O76	C150H262N6O76
G26981KT	C36H57N3O26	C52H89N3O26
G26983UO	C16H26N2O10	C22H38N2O10
G26983WI	C40H66N2O30	C58H102N2O30
G26985QC	C39H65N3O34S2	C55H97N3O34S2
G26985TZ	C52H86N2O40	C76H134N2O40
G26985YI	C104H169N7O75	C149H259N7O75
G26989YB	C42H71N3O32S	C59H105N3O32S
G26993IO	C40H66N2O28	C56H98N2O28
G26993MC	C84H140N6O59	C120H212N6O59
G26993PZ	C12H20O10	C18H32O10
G26996IB	C99H162N6O71	C141H246N6O71
G26997WR	C120H198N6O85	C169H296N6O85
G26999VA	C104H169N7O76	C150H261N7O76
G27000YJ	C54H91N3O38	C77H137N3O38
G27001IV	C32H53NO25	C47H83NO25
G27001WB	C90H146N6O65	C129H224N6O65
G27004VA	C99H162N6O71	C141H246N6O71
G27006LO	C79H129N5O58	C114H199N5O58
G27008CK	C83H135N7O61S	C117H203N7O61S
G27010YT	C18H30O15	C27H48O15
G27011EZ	C51H83N3O37	C73H127N3O37
G27011YI	C71H116N4O53	C103H180N4O53
G27012BF	C71H116N4O52	C102H178N4O52
G27014FJ	C58H96N2O42	C82H144N2O42
G27014LE	C106H176N2O85	C157H278N2O85
G27015AS	C46H76N2O33	C65H114N2O33
G27015OE	C79H129N5O58	C114H199N5O58
G27017AZ	C115H188N8O82	C164H286N8O82
G27017II	C115H186N8O83	C165H286N8O83
G27017UD	C93H152N6O66	C132H230N6O66
G27018TS	C48H80O40	C72H128O40
G27021HB	C53H86N4O38	C76H132N4O38
G27025JP	C52H86N2O40	C76H134N2O40
G27025MB	C8H13NO5	C11H19NO5
G27026TE	C48H77N3O36	C70H121N3O36
G27030UR	C82H135N5O59	C117H205N5O59
G27030ZC	C36H59N3O24	C50H87N3O24
G27031HK	C71H116N4O53	C103H180N4O53
G27032ME	C50H83NO40	C74H131NO40
G27033WF	C157H255N11O113	C225H391N11O113
G27035SY	C78H129N3O58	C112H197N3O58
G27036VQ	C86H142N4O62	C122H214N4O62
G27039DV	C82H135N5O59	C117H205N5O59
G27039IU	C140H226N10O101	C201H348N10O101
G27040MJ	C82H135N5O58	C116H203N5O58
G27041IJ	C107H175N7O77	C153H267N7O77
G27041VC	C12H20O10	C18H32O10
G27042SC	C37H60N2O29	C55H96N2O29
G27047RD	C64H105N5O45	C91H159N5O45
G27048LG	C64H105N5O45	C91H159N5O45
G27051BW	C101H165N7O71	C143H249N7O71
G27058EU	C79H129N5O57	C113H197N5O57
G27058UM	C112H182N8O79	C159H276N8O79
G27060FK	C105H172N6O78	C152H266N6O78
G27062BJ	C12H17NO13S	C18H29NO13S
G27063FH	C98H159N7O70	C140H243N7O70
G27063GJ	C14H19NO17S2	C18H27NO17S2
G27063LN	C20H33NO15	C29H51NO15
G27065RU	C168H274N12O121	C242H422N12O121
G27067RT	C30H49N3O20	C42H73N3O20
G27067VF	C68H112N4O52S	C96H168N4O52S
G27067YD	C101H165N7O78S2	C142H247N7O78S2
G27071DX	C37H55NO37S2	C52H85NO37S2
G27071PO	C45H75N3O32	C65H115N3O32
G27071UU	C12H20O10	C18H32O10
G27074VT	C74H124NO63P	C111H198NO63P
G27075TD	C65H106N4O47	C93H162N4O47
G27076CJ	C45H73N3O32	C64H111N3O32
G27077PR	C70H115N5O52S	C98H171N5O52S
G27078LP	C16H26N2O10	C22H38N2O10
G27080IQ	C90H148N6O64	C128H224N6O64
G27084MC	C104H169N7O75	C149H259N7O75
G27085CO	C48H79N3O34	C68H119N3O34
G27091KK	C90H146N6O65	C129H224N6O65
G27092AU	C67H109N5O55S2	C95H165N5O55S2
G27092SD	C78H128N6O54	C110H192N6O54
G27097OE	C26H43NO19	C37H65NO19
G27101JC	C32H53NO24	C46H81NO24
G27101QL	C140H226N10O101	C201H348N10O101
G27102CT	C96H158N6O69	C137H240N6O69
G27102FE	C39H63N3O30S	C54H93N3O30S
G27104KT	C160H259N11O115	C229H397N11O115
G27104ZA	C46H76N2O35	C67H118N2O35
G27106AM	C32H53NO25	C47H83NO25
G27106IT	C45H73N3O33	C65H113N3O33
G27106JE	C32H53NO25	C47H83NO25
G27110FB	C68H112N4O49	C97H170N4O49
G27112FS	C74H122N4O54	C106H186N4O54
G27116XZ	C50H82N4O35	C71H124N4O35
G27119AL	C41H68N4O28	C59H104N4O28
G27119CB	C24H39N3O15	C33H57N3O15
G27119UQ	C112H182N8O81	C161H280N8O81
G27121CS	C64H105N5O44	C90H157N5O44
G27122CE	C71H116N4O53	C103H180N4O53
G27123NH	C72H118N6O50	C102H178N6O50
G27124TL	C39H63N3O27	C55H95N3O27
G27125PI	C107H175N7O77	C153H267N7O77
G27125QD	C107H175N7O78	C154H269N7O78
G27126ED	C79H129N5O58	C114H199N5O58
G27126VE	C25H40N2O21S	C35H60N2O21S
G27129QG	C98H159N7O71	C141H245N7O71
G27129QJ	C62H102N4O43	C87H152N4O43
G27133MN	C34H56N2O23	C47H82N2O23
G27138BN	C36H55N3O48S6	C51H85N3O48S6
G27139SJ	C28H46N2O19	C39H68N2O19
G27141LE	C14H19NO20S3	C17H25NO20S3
G27145FF	C112H180N8O81	C161H278N8O81
G27148YF	C79H131N5O57	C114H201N5O57
G27149SR	C115H188N8O83	C166H290N8O83
G27151NZ	C146H236N10O105	C209H362N10O105
G27153LQ	C75H122N6O53	C107H186N6O53
G27155WC	C29H48N2O22	C44H78N2O22
G27162RL	C34H56N2O25	C49H86N2O25
G27164YI	C45H71N3O35	C67H115N3O35
G27165KO	C59H96N4O43	C85H148N4O43
G27167IQ	C99H164N6O70	C141H248N6O70
G27168VP	C82H135N5O59	C117H205N5O59
G27169KC	C76H125N5O53	C107H187N5O53
G27170BX	C73H119N5O53	C105H183N5O53
G27170NH	C67H111N5O48	C97H171N5O48
G27171ZS	C58H96N2O45	C85H150N2O45
G27172ZA	C48H80O40	C72H128O40
G27178LM	C48H77N3O37	C71H123N3O37
G27178VH	C66H109N3O48	C94H165N3O48
G27179AJ	C37H58NO37PS	C55H94NO37PS
G27180BG	C22H36N2O15	C31H54N2O15
G27182UN	C76H126N2O60	C112H198N2O60
G27185PP	C12H20O9	C17H30O9
G27188JE	C32H52N4O20	C44H76N4O20
G27188NC	C54H89N3O38	C76H133N3O38
G27189OH	C26H38N2O24S	C38H62N2O24S
G27192WV	C50H80N4O39S	C71H122N4O39S
G27196XM	C64H107N5O44	C91H161N5O44
G27196ZF	C26H45NO19	C38H69NO19
G27204KU	C51H83N3O38	C74H129N3O38
G27209GJ	C34H58N2O24	C49H88N2O24
G27210II	C40H66N2O31S	C55H96N2O31S
G27216AT	C38H63NO29	C55H97NO29
G27217JW	C84H140N6O59	C120H212N6O59
G27218JS	C80H132N4O59	C115H202N4O59
G27221EC	C20H33NO15	C29H51NO15
G27223CU	C80H132N4O58	C114H200N4O58
G27223TE	C30H49N3O48S8	C40H69N3O48S8
G27225SN	C122H201N7O86	C172H301N7O86
G27227MW	C80H131N7O55	C113H197N7O55
G27229IS	C87H142N6O66S	C124H216N6O66S
G27229SZ	C57H93N3O42	C82H143N3O42
G27236KE	C30H49N3O20	C42H73N3O20
G27238XC	C130H212N8O95	C187H326N8O95
G27239WC	C52H88N2O38	C75H134N2O38
G27241WX	C78H129N3O60	C114H201N3O60
G27243GN	C34H54N2O27	C51H88N2O27
G27243WR	C28H46N2O20	C40H70N2O20
G27244KP	C59H94N4O45	C87H150N4O45
G27247FZ	C20H33NO15	C29H51NO15
G27248RA	C79H129N5O56	C112H195N5O56
G27248XQ	C65H106N4O47	C93H162N4O47
G27249YD	C93H152N6O67	C133H232N6O67
G27251WT	C42H69N3O30	C60H105N3O30
G27252PE	C14H23NO10	C20H35NO10
G27253PU	C73H119N5O52	C104H181N5O52
G27253QP	C24H40O20	C36H64O20
G27255KC	C31H50N2O25S	C43H74N2O25S
G27257PZ	C49H74N2O53S4	C69H114N2O53S4
G27259XX	C96H158N6O69	C137H240N6O69
G27262AE	C81H132N6O60S	C114H198N6O60S
G27262KJ	C59H96N4O43	C85H148N4O43
G27262LH	C62H102N4O44	C88H154N4O44
G27263EA	C42H71N3O29	C60H107N3O29
G27263RW	C80H132N4O59	C115H202N4O59
G27267CC	C115H186N8O83	C165H286N8O83
G27269CG	C42H67N3O30	C60H103N3O30
G27270KD	C144H235N9O103	C205H357N9O103
G27273FD	C134H216N10O97	C193H334N10O97
G27274RV	C57H93N3O42	C82H143N3O42
G27274VN	C135H219N9O97	C193H335N9O97
G27279TH	C20H33NO14	C28H49NO14
G27281KS	C82H135N5O58	C116H203N5O58
G27284UK	C25H40N2O18	C36H62N2O18
G27287UI	C43H70N2O33	C63H110N2O33
G27289CV	C12H22O10	C19H36O10
G27290LL	C98H161N7O69	C139H243N7O69
G27290NP	C28H46N2O20	C40H70N2O20
G27292ZV	C20H33NO13	C27H47NO13
G27293OK	C68H112N4O48	C96H168N4O48
G27297CO	C27H43N3O19	C39H67N3O19
G27300LL	C60H99N3O45	C87H153N3O45
G27300OX	C28H46N2O20	C40H70N2O20
G27301MP	C98H161N7O71	C142H249N7O71
G27303YU	C64H105N5O45	C91H159N5O45
G27304BO	C70H115N5O50	C101H177N5O50
G27304YE	C22H36N2O15	C31H54N2O15
G27304YR	C96H158N6O69	C137H240N6O69
G27306QW	C18H30O15	C27H48O15
G27308QL	C174H286N12O124	C248H434N12O124
G27310MQ	C76H126N2O60	C112H198N2O60
G27314PN	C26H43NO20	C38H67NO20
G27314YB	C48H81N3O34	C69H123N3O34
G27316ME	C94H155N5O67	C133H233N5O67
G27316MM	C62H103NO50	C92H163NO50
G27317MD	C16H26N2O10	C22H38N2O10
G27318OT	C40H66N2O29	C57H100N2O29
G27320YK	C82H135N5O60	C118H207N5O60
G27322BI	C137H222N10O99	C197H342N10O99
G27322KS	C28H48N2O19	C40H72N2O19
G27323FR	C101H165N7O72	C144H251N7O72
G27326AW	C47H74N4O34	C68H116N4O34
G27326UA	C31H50N2O23	C45H78N2O23
G27327EI	C90H146N6O66	C130H226N6O66
G27327TF	C53H86N4O38	C76H132N4O38
G27327VV	C46H76N2O35	C67H118N2O35
G27328MV	C38H63NO27	C53H93NO27
G27329DM	C85H139N5O61	C121H211N5O61
G27333CA	C46H76N2O35	C67H118N2O35
G27333LZ	C107H175N7O78	C154H269N7O78
G27336AY	C64H105N5O44	C90H157N5O44
G27338ID	C12H20O13S	C17H30O13S
G27339GT	C52H86N2O40	C76H134N2O40
G27342PV	C62H103N4O47P	C89H157N4O47P
G27343SD	C94H155N5O68	C134H235N5O68
G27345IC	C23H37NO21S	C33H57NO21S
G27345TX	C34H56N2O25	C49H86N2O25
G27348AH	C26H38N2O24S	C38H62N2O24S
G27349AO	C120H195N9O87	C174H303N9O87
G27355OK	C45H74N2O33	C64H112N2O33
G27357MT	C65H106N4O48	C94H164N4O48
G27359DP	C30H50O24	C44H78O24
G27360SQ	C16H26N2O10	C22H38N2O10
G27360WC	C119H195N7O88	C172H301N7O88
G27365DO	C31H50N2O22	C44H76N2O22
G27366LV	C40H66N2O28	C56H98N2O28
G27378DU	C116H191N7O83	C165H289N7O83
G27383CK	C76H125N5O55	C109H191N5O55
G27383GK	C87H142N6O63	C125H218N6O63
G27384IP	C53H88N4O44S2	C75H132N4O44S2
G27385LP	C99H164N6O71	C142H250N6O71
G27385YM	C44H73NO33	C63H111NO33
G27386EE	C26H43NO23S	C37H65NO23S
G27388WO	C110H181N7O79	C157H275N7O79
G27389PI	C24H36N2O32S4	C34H56N2O32S4
G27389SR	C46H76N2O34	C66H116N2O34
G27390VL	C38H63NO30	C56H99NO30
G27391WQ	C16H26N2O10	C22H38N2O10
G27394IY	C93H152N6O67	C133H232N6O67
G27395KQ	C18H30O15	C27H48O15
G27396TN	C12H21NO9	C19H35NO9
G27399PB	C115H186N8O83	C165H286N8O83
G27400ON	C23H37NO18	C34H59NO18
G27403GX	C54H87N3O40	C78H135N3O40
G27405XF	C32H53NO23	C45H79NO23
G27409LG	C59H98N4O42	C85H150N4O42
G27410UA	C105H172N6O76	C150H262N6O76
G27412QO	C16H26O13	C23H40O13
G27413LW	C144H235N9O105	C207H361N9O105
G27415TQ	C48H79N3O35	C69H121N3O35
G27419MQ	C65H106N4O48	C94H164N4O48
G27421EI	C64H106N2O50	C94H166N2O50
G27425HP	C28H46N2O19	C39H68N2O19
G27427OE	C115H186N8O83	C165H286N8O83
G27428XM	C22H38N2O15	C32H58N2O15
G27431EQ	C36H61N3O25	C52H93N3O25
G27431KG	C46H76N2O34	C66H116N2O34
G27432SV	C72H118N6O52S	C100H174N6O52S
G27434RW	C89H145N7O62	C126H219N7O62
G27435JR	C52H86N2O40	C76H134N2O40
G27437TT	C12H20O10	C18H32O10
G27439WA	C62H102N4O43	C87H152N4O43
G27440CC	C56H92N4O40	C80H140N4O40
G27440SE	C84H138N6O60	C120H210N6O60
G27441RA	C57H93N3O42	C82H143N3O42
G27445YH	C70H115N5O49	C99H173N5O49
G27447FZ	C42H69N3O32S	C58H101N3O32S
G27456OC	C14H19NO11	C20H31NO11
G27456OR	C23H37NO21S	C33H57NO21S
G27456PF	C40H66N2O30	C58H102N2O30
G27457VN	C48H79N3O34	C68H119N3O34
G27459KS	C96H158N6O68	C136H238N6O68
G27459RV	C32H53NO24	C46H81NO24
